OBJECTID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STATE_ID,FDID,FRST_MBRS,EMS_MBRS,TOTALPERS,NUMTRKS,NUMABUL,TOTAL_VEHI,NBR_STA,OWNER,LEVEL,TYPE,SPECIALTY,EMSLICENSE,EMERPHONE,EMS,PERM_ID,GNIS_ID,GlobalID,x2,y2
379,10462402,UNCLASSIFIED,NORTH LINCOLN FIRE AND RESCUE DISTRICT 1 STATION 1200 - ROSE LODGE,541-996-2233,5284 SALMON RIVER HIGHWAY, ,OTIS,OR,97368,9366,LINCOLN,41041,LOCATED ON THE SE SIDE OF SALMON RIVER HWY ABOUT .03 MILES SW OF N NORTH BANK RD., , , ,3/13/2008 12:00:00 AM,PHONE,3/26/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",120799363,-123.8807195,45.0100202,NAVTEQ,2007Q2,ONENTITY,NO,TGS,LINC_FIR03A, ,0,0,0,0,0,0,0, , , , , , ,N, , ,91cbe5fd-1e02-4385-aec9-198f2979180e,-13790340.6225,5623099.5425
380,10462401,UNCLASSIFIED,NORTH LINCOLN FIRE AND RESCUE DISTRICT 1 STATION 1400 - LINCOLN CITY NORTH,541-996-2233,2525 NORTHWEST UNITED STATES HIGHWAY 101, ,LINCOLN CITY,OR,97367, ,LINCOLN,41041,LOCATED ON THE NW CORNER OF NW US-101 AND NW 25TH ST., , , ,3/13/2008 12:00:00 AM,PHONE,3/13/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,87468941,-124.00765,44.98366,NAVTEQ,2007Q2,ONENTITY,NO,TGS,LINC_FIR01A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,5572a8d8-15a5-4c76-9f15-e693a8f360c4,-13804470.4554,5618949.9003
381,10462389,UNCLASSIFIED,LANE RURAL FIRE AND RESCUE STATION 51,541-688-1770,29999 HALLETT STREET, ,EUGENE,OR,97402,9619,LANE,41039,"LOCATED ON THE NORTH SIDE OF HALLETT STREET, APPROX. 357 FT WEST OF PRAIRIE ROAD.", , , ,3/17/2008 12:00:00 AM,PHONE,3/27/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,37690974,-123.1673392,44.1149422,NAVTEQ,2007Q2,ONENTITY,YES,TGS,LANE_FIR19A,00201,0,0,80,0,0,0,4,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,a7fa9375-6220-489e-8929-9ae08159463c,-13710927.4761,5483247.5044
382,10462388,UNCLASSIFIED,NORTH LINCOLN FIRE AND RESCUE DISTRICT 1 STATION 1500 - DELAKE,541-996-2233,914 SOUTHWEST 4TH STREET, ,LINCOLN CITY,OR,97367,2703,LINCOLN,41041,LOCATED ON THE SE CORNER OF SW 4TH ST AND SW EBB AVE., , , ,3/13/2008 12:00:00 AM,PHONE,3/13/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,86525370,-124.0182195,44.9640588,NAVTEQ,2007Q2,ONENTITY,NO,TGS,LINC_FIR12A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,f566e38d-9167-4664-aacc-87307e4f39b6,-13805647.0417,5615865.5041
383,10462387,UNCLASSIFIED,LANE RURAL FIRE AND RESCUE STATION 52,541-689-5051,90825 ALVADORE ROAD, ,JUNCTION CITY,OR,97448,9586,LANE,41039,"LOCATED ON THE EAST SIDE OF ALVADORE ROAD, APPROX. 487FT NORTH OF 10TH STREET.", , , ,3/17/2008 12:00:00 AM,PHONE,3/27/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,86661743,-123.2642417,44.1260613,NAVTEQ,2007Q2,ONENTITY,YES,TGS,LANE_FIR18A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,46712615-6f20-45a2-99b7-f88a27301791,-13721714.6053,5484971.7177
384,10462386,UNCLASSIFIED,LANE RURAL FIRE AND RESCUE STATION 53,541-998-1647,91970 TERRITORIAL HIGHWAY, ,JUNCTION CITY,OR,97448,9538,LANE,41039,LOCATED ON THE WEST SIDE OF THE T-INTERSECTION OF TERRITORIAL HIGHWAY AND FRANKLIN ROAD., , , ,3/17/2008 12:00:00 AM,PHONE,3/27/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,121282458,-123.3080394,44.1563797,NAVTEQ,2007Q2,ONENTITY,YES,TGS,LANE_FIR17A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,73ab2257-c8ed-4e84-b116-2f4cbeebce86,-13726590.1515,5489674.7599
385,10462384,UNCLASSIFIED,NORTH LINCOLN FIRE AND RESCUE DISTRICT 1 STATION 1700 - KERNVILLE,541-996-2233,3762 SILETZ HIGHWAY, ,LINCOLN CITY,OR,97367,9703,LINCOLN,41041,LOCATED ON THE S SIDE OF SILETZ HWY ABOUT LESS THAN A TENTH OF A MILE W OF S BALLARD LN., , , ,3/13/2008 12:00:00 AM,PHONE,3/26/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",92974293,-123.9446616,44.8845611,NAVTEQ,2007Q2,ONENTITY,NO,TGS,LINC_FIR14A, ,0,0,0,0,0,0,0, , , , , , ,N, , ,60dec412-de0b-4b98-961e-09579bb5e063,-13797458.6119,5603366.7196
386,10462383,UNCLASSIFIED,SIUSLAW VALLEY FIRE AND RESCUE STATION 4 - SUTTON STATION,541-997-3493,88973 SUTTON LAKE ROAD, ,FLORENCE,OR,97439,8717,LANE,41039,"LOCATED ON THE SOUTHEAST SIDE OF SUTTON LAKE ROAD, BETWEEN TWIN LAKES COURT AND OTTER WAY.", , , ,3/14/2008 12:00:00 AM,PHONE,3/28/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,86674031,-124.0959414,44.0515499,NAVTEQ,2007Q2,ONENTITY,YES,TGS,LANE_FIR14A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,b34cc1ad-1eda-4b2e-9f26-68efc3ec14b9,-13814298.9826,5473423.5774
387,10462382,UNCLASSIFIED,LAKE CREEK FIRE AND RESCUE,541-925-3064,HORTON ROAD, ,BLACHLY,OR,97412, ,LANE,41039,"LOCATED ON THE WEST SIDE OF HORTON ROAD, APPROX. 2064FT NORTH OF WOLF ROAD.", , , ,3/19/2008 12:00:00 AM,PHONE,3/18/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,21200121,-123.4951837,44.2144348,NAVTEQ,2007Q2,ONENTITY,NO,TGS,LANE_FIR10A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,1eed0f8b-7f7d-4c07-aa04-92c58a49bc7b,-13747422.9599,5498687.1283
388,10462381,UNCLASSIFIED,MCKENZIE FIRE AND RESCUE STATION 1 - WALTERVILLE STATION,541-746-6312,38925 MCKENZIE HIGHWAY, ,SPRINGFIELD,OR,97478,8686,LANE,41039,"LOCATED ON THE NORTHWEST SIDE OF MCKENZIE HIGHWAY, APPROX. 983 FT NORTHEEAST OF FLOWERDALE DRIVE.", , , ,3/13/2008 12:00:00 AM,PHONE,3/28/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,121606931,-122.8250704,44.0603505,NAVTEQ,2007Q2,ONENTITY,YES,TGS,LANE_FIR09A,00374,0,0,101,0,0,0,5,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,999633a0-e87c-44df-89ae-e238ac939799,-13672826.2884,5474786.805
389,10462379,UNCLASSIFIED,GRANTS PASS FIRE AND RESCUE OPERATIONS DIVISION STATION 1 - HEADQUARTERS,541-471-8574,199 NORTHWEST HILLCREST DRIVE, ,GRANTS PASS,OR,97526,1016,JOSEPHINE,41033,"SOUTH SIDE OF NW HILLCREST DR, BETWEEN NW WASHINGTON BLVD AND NW BUNNELL AVE", , , ,3/13/2008 12:00:00 AM,PHONE,3/13/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,121726798,-123.324659,42.4576998,NAVTEQ,2007Q2,ONENTITY,YES,TGS,JOSE_FIR23A,00140,0,0,32,0,0,0,2,LOCAL, ,MOSTLY CAREER, , , ,Y, , ,8b229526-e154-4459-85ce-bb81f881c1b3,-13728440.1939,5229789.6666
390,10462378,UNCLASSIFIED,NORTH DOUGLAS COUNTY FIRE AND EMERGENCY MEDICAL SERVICES STATION 6,541-836-2282,4821 GOODRICH HIGHWAY, ,OAKLAND,OR,97462,9636,DOUGLAS,41019,LOCATED ON THE EAST SIDE OF GOODRICH HIGHWAY .20 MILES SOUTH FROM LEAH CT, , , ,5/12/2008 12:00:00 AM,PHONE,5/12/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,121620294,-123.2927374,43.5026283,NAVTEQ,2007Q2,ONENTITY,NO,TGS,DOUG_FIR44A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,ad629f4a-c9a8-4fe0-8557-3032d599408a,-13724886.7206,5388793.1351
391,10462377,UNCLASSIFIED,NORTH DOUGLAS COUNTY FIRE AND EMERGENCY MEDICAL SERVICES STATION 5,541-836-2282,560 SCOTTS VALLEY ROAD, ,YONCALLA,OR,97499,9731,DOUGLAS,41019,LOCATED ON THE NORTHEAST CORNER OF SCOTTS VALLEY ROAD AND I-5, , , ,5/12/2008 12:00:00 AM,PHONE,5/12/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,121743462,-123.2167776,43.6116726,NAVTEQ,2007Q2,ONENTITY,NO,TGS,DOUG_FIR43A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,d10065ea-7d21-478d-a0a6-395b65daeb04,-13716430.914,5405543.4764
392,10462376,UNCLASSIFIED,NORTH DOUGLAS COUNTY FIRE AND EMERGENCY MEDICAL SERVICES STATION 4,541-836-2282,300 CURTIN PARK ROAD, ,COTTAGE GROVE,OR,97424, ,DOUGLAS,41019,NW SIDE OF CURTAIN PARK RD LESS THAN A TENTH OF A MILE NE OF BEAR CREEK RD, , , ,3/17/2008 12:00:00 AM,PHONE,3/17/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,121742259,-123.2090276,43.7227716,NAVTEQ,2007Q2,ONENTITY,NO,TGS,DOUG_FIR42A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,56a0eb42-c4ed-49a9-b8ec-641949c53697,-13715568.1978,5422640.6993
393,10462375,UNCLASSIFIED,NORTH DOUGLAS COUNTY FIRE AND EMERGENCY MEDICAL SERVICES STATION 3,541-836-2282,475 JOHN LONG ROAD, ,OAKLAND,OR,97462,9819,DOUGLAS,41019,LOCATED ON THE EAST SIDE OF JOHN LONG RD 0.10 MILES EAST FROM I-5, , , ,5/12/2008 12:00:00 AM,PHONE,5/12/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,119679728,-123.2926101,43.5355147,NAVTEQ,2007Q2,ONENTITY,NO,TGS,DOUG_FIR13A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,179f5003-494a-45b6-98fb-618098714be9,-13724872.5453,5393841.6356
394,10462371,UNCLASSIFIED,NORTH DOUGLAS COUNTY FIRE AND EMERGENCY MEDICAL SERVICES STATION 2,541-836-2282,222 ALDER STREET, ,YONCALLA,OR,97499, ,DOUGLAS,41019,LOCATED ON THE SOUTHEAST CORNER OF MAIN ST AND ALDER ST, , , ,5/12/2008 12:00:00 AM,PHONE,5/12/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,86734173,-123.28309,43.5995809,NAVTEQ,2007Q2,ONENTITY,NO,TGS,DOUG_FIR04A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,b3f886b8-b5f7-4097-8dca-e79e769ffce3,-13723812.779,5403684.5559
395,10462370,UNCLASSIFIED,NORTH DOUGLAS COUNTY FIRE AND EMERGENCY MEDICAL SERVICES STATION 1,541-836-2282,531 SOUTH CEDAR STREET, ,DRAIN,OR,97435, ,DOUGLAS,41019,LOCATED ON THE NORTHWEST CORNER OF SOUTH CEDAR STREET AND APPLEGATE AVENUE, , , ,5/12/2008 12:00:00 AM,PHONE,5/12/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,109773409,-123.3187755,43.6583135,NAVTEQ,2007Q2,ONENTITY,YES,TGS,DOUG_FIR02A,00542,0,0,50,0,0,0,6,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,54764b62-5d6a-44a8-8e30-fdf55ac7b7bf,-13727785.2711,5412717.2722
396,10462369,UNCLASSIFIED,REDMOND FIRE AND RESCUE STATION 404,541-504-5000,100 NORTHWEST 67TH STREET, ,REDMOND,OR,97756, ,DESCHUTES,41017,0.28 MILES NORTH OF INTERSECTION OR-126 AND SW 67TH ST ON EAST SIDE OF SW 67TH ST., , , ,3/12/2008 12:00:00 AM,PHONE,4/1/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,89859620,-121.2503227,44.277011,NAVTEQ,2007Q2,ONENTITY,YES,TGS,DESC_FIR08A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,3e83a878-a444-410c-a126-364ac3e7d85b,-13497526.2103,5508411.3445
397,10462367,UNCLASSIFIED,CROOK COUNTY FIRE AND RESCUE - POWELL BUTTE STATION,541-447-5011,8900 SOUTHWEST REIF ROAD, ,POWELL BUTTE,OR,97753, ,CROOK,41013,LOCATED ON THE EAST SIDE OF SOUTHWEST REIF ROAD BETWEEN SOUTHWEST WEIGAND ROAD AND SOUTHWEST BUSSETT ROAD., , , ,5/9/2008 12:00:00 AM,PHONE,5/29/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,109823319,-121.0273202,44.2218509,NAVTEQ,2007Q2,ONENTITY,NO,TGS,CROO_FIR03A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,8a3534c5-c906-4b6a-90bf-6cd8216ce0b0,-13472701.6912,5499839.0858
398,10462365,UNCLASSIFIED,TUALATIN VALLEY FIRE AND RESCUE STATION 53 - PROGRESS,503-649-8577,8480 SOUTHWEST SCHOLLS FERRY ROAD, ,BEAVERTON,OR,97008,6602,WASHINGTON,41067,EAST SIDE OF SW SCHOLLS FERRY RD BETWEEN SW HOMESTEAD LANE & SW HALL BLVD., , , ,5/9/2008 12:00:00 AM,PHONE,5/9/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,21340405,-122.78096,45.4586809,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WASH_FIR06A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,e7ceda1f-8895-45d6-b04e-2c564682c463,-13667915.9849,5694023.2347
399,10462364,UNCLASSIFIED,TUALATIN VALLEY FIRE AND RESCUE STATION 65 - WEST SLOPE,503-649-8577,8661 SOUTHWEST CANYON DRIVE, ,PORTLAND,OR,97225,3436,WASHINGTON,41067,NORTHEAST CORNER OF SW CANYON DR & SW CANYON LN., , , ,5/9/2008 12:00:00 AM,PHONE,5/9/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,21337113,-122.7660512,45.49897,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WASH_FIR07A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,091117f7-ded9-4a01-9981-28924ce57cab,-13666256.3451,5700419.6071
400,10462363,UNCLASSIFIED,TUALATIN VALLEY FIRE AND RESCUE STATION 35 - KING CITY,503-649-8577,17135 SOUTHWEST PACIFIC HIGHWAY, ,TIGARD,OR,97224,3455,WASHINGTON,41067,WEST SIDE OF SW PACIFIC HWY AT THE INTERSECTION OF SW PACIFIC HWY AND AVALON PARK., , , ,5/9/2008 12:00:00 AM,PHONE,5/9/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,124488313,-122.79985,45.39641,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WASH_FIR08A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,bc6a03d0-f8f5-4f36-b62d-9ef54a9ef459,-13670018.8078,5684145.9772
401,10462362,UNCLASSIFIED,TUALATIN VALLEY FIRE AND RESCUE STATION 69 - COOPER MOUNTAIN,503-356-4700,9940 SOUTHWEST 175TH AVENUE, ,ALOHA,OR,97007,9726,WASHINGTON,41067,"E SIDE OF SW 175TH AVE, 0.22 MILES S OF SW KEMMER RD.", , , ,3/14/2008 12:00:00 AM,PHONE,3/14/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,124506282,-122.85628,45.4483009,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WASH_FIR09A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,4d404625-2dec-477d-9523-c451cd70bb8e,-13676300.5673,5692376.0226
402,10462361,UNCLASSIFIED,TUALATIN VALLEY FIRE AND RESCUE STATION 64 - SOMERSET,503-356-4700,3355 NORTHWEST 185TH AVENUE, ,PORTLAND,OR,97229,3405,WASHINGTON,41067,W SIDE OF NW 185TH AVE DIRECTLY ACROSS FROM THE T INTERSECTION OF NW 185TH AVE AND NW BRONSON RD, , , ,3/14/2008 12:00:00 AM,PHONE,3/27/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,21331238,-122.868261,45.5433196,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WASH_FIR10A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,9312ea9f-1145-4d81-83a7-4631269804ee,-13677634.2842,5707465.9214
403,10462360,UNCLASSIFIED,SWEET HOME FIRE AND AMBULANCE DISTRICT STATION 23,541-367-5882,25995 1ST STREET, ,BROWNSVILLE,OR,97327, ,LINN,41043,SOUTHEASTERN END OF 1ST ST LESS THAN A TENTH OF A MILE SOUTH OF GLASS ST, , , ,3/17/2008 12:00:00 AM,PHONE,3/17/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,86627722,-122.8550669,44.3548716,NAVTEQ,2007Q2,ONENTITY,NO,TGS,LINN_FIR25A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,f2a83015-044f-45ad-b613-d7788efa6646,-13676165.4941,5520525.1043
404,10462358,UNCLASSIFIED,TUALATIN VALLEY FIRE AND RESCUE STATION 62 - ALOHA,503-356-4700,3608 SOUTHWEST 209TH AVENUE, ,ALOHA,OR,97007,8613,WASHINGTON,41067,E SIDE OF SW 209TH AVENUE BETWEEN SW INDUSTRIAL WAY AND SW BLANTON ST, , , ,3/14/2008 12:00:00 AM,PHONE,3/13/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,21315437,-122.8912394,45.4931999,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WASH_FIR15A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,59cb5213-3e1e-43e9-bd54-063acec16951,-13680192.2324,5699503.2463
405,10462357,UNCLASSIFIED,TUALATIN VALLEY FIRE AND RESCUE STATION 51 - TIGARD,503-649-8577,8935 SOUTHWEST BURNHAM STREET, ,TIGARD,OR,97223,6102,WASHINGTON,41067,EAST SIDE OF SW BURNHAM ST BETWEEN SW ASH AVE & SW HALL BLVD., , , ,5/9/2008 12:00:00 AM,PHONE,5/9/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,21389516,-122.7682312,45.42763,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WASH_FIR17A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,af4f7fc5-6bb1-441c-91aa-2fa6af467e8d,-13666499.0194,5689096.6558
406,10462355,UNCLASSIFIED,TUALATIN VALLEY FIRE AND RESCUE STATION 34 - TUALATIN,503-649-8577,19365 SOUTHWEST 90TH COURT, ,TUALATIN,OR,97062,7503,WASHINGTON,41067,SOUTHWEST CORNER OF SW TUALATIN-SHERWOOD RD & SW 90TH CT., , , ,5/9/2008 12:00:00 AM,PHONE,5/9/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,21343974,-122.7708916,45.37976,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WASH_FIR21A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,ce360e26-4b4f-4a34-ae3f-cd0c5986d12f,-13666795.1731,5681506.8402
407,10462354,UNCLASSIFIED,FOREST GROVE FIRE AND RESCUE - GALES CREEK,503-629-0111,52155 NORTHWEST OLD WILSON RIVER ROAD, ,GALES CREEK,OR,97117,9344,WASHINGTON,41067,NW CORNER OF NW GALES CREEK RD AND NW OLD WILSON RIVER ROD, , , ,3/27/2008 12:00:00 AM,PHONE,3/13/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,86435032,-123.2140196,45.5851712,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WASH_FIR28A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,096ea828-e171-4354-a315-d3c243df7214,-13716123.9568,5714120.4535
408,10462353,UNCLASSIFIED,MID-COLUMBIA FIRE AND RESCUE STATION 2,541-296-9445,525 WASCO DRIVE, ,THE DALLES,OR,97058, ,WASCO,41065,SE CORNER OF WASCO DR AND E COLUMBIA VIEW DR, , , ,3/21/2008 12:00:00 AM,PHONE,3/21/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,86430297,-121.13542,45.5989289,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WASC_FIR01A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,4ffd9b47-8330-4b3a-97f0-befa61439fd5,-13484735.3415,5716309.0944
409,10462351,UNCLASSIFIED,COLUMBIA RIVER FIRE AND RESCUE - GOBLE,503-556-4029,69321 NICOLAI ROAD, ,RAINIER,OR,97048,4403,COLUMBIA,41009,NW OF NICOLAI ROAD BETWEEN BARNES DRIVE AND WASSER ROAD., , , ,3/27/2008 12:00:00 AM,PHONE,3/28/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",109811700,-122.9082595,46.0009605,NAVTEQ,2007Q2,ONENTITY,YES,TGS,COLU_FIR14A, ,0,0,0,0,0,0,0, , , , , , ,N, , ,ca3c5cc5-f670-43d8-9e47-e177685a8239,-13682086.9175,5780503.5903
410,10462032,UNCLASSIFIED,BROWNSVILLE RURAL FIRE DISTRICT 61,541-466-5227,255 NORTH MAIN STREET, ,BROWNSVILLE,OR,97327, ,LINN,41043,"LOCATED ON THE WEST SIDE OF NORTH MAIN STREET, BETWEEN PARK AVENUE AND KIRK AVENUE.", , , ,5/13/2008 12:00:00 AM,PHONE,5/13/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,21260243,-122.9847201,44.3931215,NAVTEQ,2007Q2,ONENTITY,YES,TGS,LINN_FIR10A,00036,0,0,27,0,0,0,1,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,4e5cef70-47d2-4fb0-9c6d-646e2aac160a,-13690598.4199,5526482.0472
411,10462031,UNCLASSIFIED,TYGH VALLEY FIRE DEPARTMENT,541-483-2333,FAIRGROUNDS ROAD, ,TYGH VALLEY,OR,97063, ,WASCO,41065,"N SIDE OF FAIRGROUNDS RD, LESS THAN A TENTH OF A MILE W OF LAWRENCE AVE", , , ,3/21/2008 12:00:00 AM,PHONE,3/27/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",121745202,-121.175829,45.2473097,NAVTEQ,2007Q2,ONENTITY,YES,TGS,WASC_FIR07A, ,0,0,0,0,0,0,0, , , , , , ,N, , ,336e6467-4feb-411e-9658-4bdc6a654aba,-13489233.6421,5660540.2206
412,10462030,UNCLASSIFIED,MOSIER RURAL FIRE DISTRICT STATION 1,541-478-3505,220 STATE ROAD, ,MOSIER,OR,97040,9771,WASCO,41065,S SIDE OF PIONEER RD APPROX 0.16 MILES SE OF THE INTERSECTION OF PIONEER RD AND MOSIER CREEK RD, , , ,4/7/2008 12:00:00 AM,PHONE,4/7/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,120784922,-121.38446,45.6793512,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WASC_FIR05A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,da3e8a03-5a7a-420b-8727-224e6389f5e1,-13512458.3459,5729113.5703
413,10462029,UNCLASSIFIED,LA PINE RURAL FIRE PROTECTION DISTRICT,541-536-2935,51550 HUNTINGTON ROAD, ,LA PINE,OR,97739,7505,DESCHUTES,41017,LOCATED ON THE EAST SIDE OF HUNTINGTON ROAD BETWEEN 1ST STREET AND 3RD STREET., , , ,5/12/2008 12:00:00 AM,PHONE,5/12/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,92562252,-121.50428,43.6732505,NAVTEQ,2007Q2,ONENTITY,YES,TGS,DESC_FIR10A,00203,0,0,53,0,0,0,3,LOCAL, ,MOSTLY CAREER, , , ,Y, , ,04c20e2e-2145-4732-a5bb-b4bb690f2349,-13525796.5861,5415015.9223
414,10462028,UNCLASSIFIED,CLOVERDALE RURAL FIRE PROTECTION DISTRICT STATION 1,541-548-4815,68787 GEORGE CYRUS ROAD, ,SISTERS,OR,97759,9788,DESCHUTES,41017,LESS THAN A TENTH OF A MILE SOUTH OF CR 126 ON WEST SIDE OF GEORGE CYRUS RD., , , ,3/11/2008 12:00:00 AM,PHONE,4/2/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,89855246,-121.453361,44.290433,NAVTEQ,2007Q2,ONENTITY,YES,TGS,DESC_FIR12A,00062,0,0,25,0,0,0,2,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,4089a1cb-1e2a-46e4-a515-c2f9a7394d83,-13520128.3224,5510498.429
415,10462027,UNCLASSIFIED,MOSIER FIRE DEPARTMENT,541-478-3505,208 WASHINGTON STREET, ,MOSIER,OR,97040, ,WASCO,41065,NW CORNER OF WASHINGTON ST AND 3RD AVE., , , ,3/21/2008 12:00:00 AM,PHONE,3/21/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,86419915,-121.3984294,45.6828854,NAVTEQ,2007Q2,ONENTITY,NO,TGS,WASC_FIR04A,00240,0,0,20,0,0,0,3,LOCAL, ,VOLUNTEER, , , ,Y, , ,14d8da05-b77a-454e-a7f3-d5e97193abb7,-13514013.4104,5729676.6896
416,10462026,UNCLASSIFIED,LA PINE FIRE DEPARTMENT STATION 103,541-536-2935,15990 BURGESS ROAD, ,LA PINE,OR,97739,9534,DESCHUTES,41017,0.03 MILES WEST OF INTERSECTION OF PINE FOREST ROAD AND BURGESS ROAD ON NORTH SIDE OF BURGESS ROAD., , , ,4/2/2008 12:00:00 AM,PHONE,4/2/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,87474797,-121.5266695,43.7036207,NAVTEQ,2007Q2,ONENTITY,YES,TGS,DESC_FIR13A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,9037f2ec-d24b-49e1-bd02-7a427e16b1a6,-13528288.9719,5419691.31
